ID,Name,Platform,Platform_Group,Publisher,Genre,Year_of_Release,NA_players,EU_players,JP_players,Other_players,Num_Nodes,Global_players,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
215,Diddy Kong Racing,N64,,Nintendo,Racing,1997,2.91,0.99,0.89,0.1,,4.88,,,,,,
216,Monster Hunter Freedom 3,PSP,,Capcom,Role-Playing,2010,0,0,4.87,0,,4.87,,,,,,
217,Super Smash Bros. for Wii U and 3DS,WiiU,,Nintendo,Fighting,2014,2.6,1.08,0.81,0.38,,4.87,,,,,,
218,Dr. Mario,NES,,Nintendo,Puzzle,1990,2.62,0.6,1.52,0.1,,4.85,,,,,,
219,StarCraft II: Wings of Liberty,PC,,Activision,Strategy,2010,2.57,1.68,0,0.58,,4.84,93,82,8.2,3052,Blizzard Entertainment,T
220,Assassin's Creed,PS3,,Ubisoft,Adventure,2007,1.91,2,0.09,0.82,,4.82,81,40,7.3,769,Ubisoft Montreal,M
221,God of War III,PS3,,Sony Computer Entertainment,Action,2010,2.74,1.33,0.12,0.61,,4.8,92,101,8.7,2633,SCE Santa Monica,M
222,Crash Team Racing,PS,,Sony Computer Entertainment,Racing,1999,2.57,1.57,0.44,0.21,,4.79,88,20,9,233,Naughty Dog,E
223,LEGO Star Wars: The Complete Saga,DS,,LucasArts,Action,2007,2.83,1.48,0,0.45,,4.76,80,9,5.4,46,TT Fusion,E
224,Driver 2,PS,,Atari,Action,2000,2.36,2.1,0.02,0.25,,4.73,62,14,7.7,92,Reflections Interactive,T
225,Batman: Arkham City,X360,,Warner Bros. Interactive Entertainment,Action,2011,2.99,1.27,0.04,0.42,,4.73,94,87,8.7,1472,Rocksteady Studios,T
226,The Last of Us,PS4,,Sony Computer Entertainment,Action,2014,1.88,2,0.07,0.77,,4.71,,,,,,
227,The Simpsons: Hit & Run,PS2,,Vivendi Games,Racing,2003,1.73,2.19,0,0.79,,4.7,,,,,,
228,Tony Hawk's Pro Skater 2,PS,,Activision,Sports,2000,3.05,1.41,0.02,0.2,,4.68,98,19,7.7,299,Neversoft Entertainment,T
229,The Lord of the Rings: The Two Towers,PS2,,Electronic Arts,Action,2002,1.94,1.95,0.08,0.7,,4.67,82,32,8.2,78,Stormfront Studios,T
230,Tomb Raider,PS,,Eidos Interactive,Action,1996,2.29,1.97,0.13,0.24,,4.63,91,13,8.6,147,Core Design Ltd.,T
231,Animal Crossing: City Folk,Wii,,Nintendo,Simulation,2008,1.82,1.12,1.32,0.36,,4.62,73,50,7.6,119,Nintendo,E
232,Uncharted: The Nathan Drake Collection,PS4,,Sony Computer Entertainment,Action,2015,2.07,1.71,0.08,0.76,,4.62,86,78,8.1,1264,Bluepoint Games,T
233,The Legend of Zelda: A Link to the Past,SNES,,Nintendo,Action,1991,2.42,0.91,1.15,0.13,,4.61,,,,,,
234,The Legend of Zelda: The Wind Waker,GC,,Nintendo,Action,2002,2.6,0.99,0.89,0.13,,4.6,96,80,8.9,968,Nintendo,E
235,Guitar Hero III: Legends of Rock,Wii,,Activision,Misc,2007,3.04,1.11,0,0.43,,4.6,86,36,8.4,87,Vicarious Visions,T
236,Luigi's Mansion: Dark Moon,3DS,,Nintendo,Action,2013,1.8,1.39,1.11,0.29,,4.59,86,74,8.4,458,Next Level Games,E
237,Forza Motorsport 4,X360,,Microsoft Game Studios,Racing,2011,2.08,1.97,0.06,0.46,,4.57,91,83,8.2,617,Turn 10,E
238,Mario & Sonic at the Olympic Winter Games,Wii,,Sega,Sports,2009,1.87,1.96,0.22,0.48,,4.53,,,,,,
239,Madden NFL 2005,PS2,,Electronic Arts,Sports,2004,4.18,0.26,0.01,0.08,,4.53,91,30,7.9,78,EA Tiburon,E
240,Guitar Hero III: Legends of Rock,X360,,Activision,Misc,2007,3.19,0.91,0.01,0.42,,4.53,85,69,7.9,165,Neversoft Entertainment,T
241,Pitfall!,2600,,Activision,Platform,1981,4.21,0.24,0,0.05,,4.5,,,,,,
242,Madden NFL 07,PS2,,Electronic Arts,Sports,2006,3.63,0.24,0.01,0.61,,4.49,84,29,8.2,39,EA Sports,E
243,Halo 5: Guardians,XOne,,Microsoft Game Studios,Shooter,2015,2.78,1.27,0.03,0.41,,4.48,84,101,6.4,2438,343 Industries,T
244,Spider-Man: The Movie,PS2,,Activision,Action,2002,2.71,1.51,0.03,0.23,,4.48,76,25,7.9,41,Treyarch,E
245,Dragon Quest VII: Warriors of Eden,PS,,Enix Corporation,Role-Playing,2000,0.2,0.14,4.1,0.02,,4.47,,,,,,
246,Call of Duty: Infinite Warfare,PS4,,Activision,Shooter,2016,1.61,2,0.15,0.71,,4.46,77,82,3.4,1129,Infinity Ward,M
247,God of War,PS2,,Sony Computer Entertainment,Action,2005,2.71,1.29,0.02,0.43,,4.45,94,75,8.9,997,SCE Santa Monica,M
248,Splatoon,WiiU,,Nintendo,Shooter,2015,1.54,1.18,1.46,0.26,,4.43,81,88,8.5,1184,Nintendo,E10+
249,Nintendo Land,WiiU,,Nintendo,Misc,2012,2.52,1.11,0.46,0.33,,4.42,77,61,7.9,471,Nintendo,E10+
250,Tony Hawk's Pro Skater 3,PS2,,Activision,Sports,2001,2.66,1.29,0.01,0.46,,4.41,97,34,7.5,298,Neversoft Entertainment,T
251,Winning Eleven: Pro Evolution Soccer 2007,PS2,,Konami Digital Entertainment,Sports,2006,0.1,2.39,1.05,0.86,,4.39,86,19,8.9,33,Konami,E
252,The Elder Scrolls IV: Oblivion,X360,,Take-Two Interactive,Role-Playing,2006,2.82,1.03,0.13,0.4,,4.38,94,90,8.7,1109,Bethesda Softworks,M
253,Zelda II: The Adventure of Link,NES,,Nintendo,Adventure,1987,2.19,0.5,1.61,0.08,,4.38,,,,,,
254,Need for Speed: Most Wanted,PS2,,Electronic Arts,Racing,2005,2.03,1.79,0.08,0.47,,4.37,82,36,9.1,137,EA Canada,T
255,Michael Jackson: The Experience,Wii,,Ubisoft,Misc,2010,2.64,1.33,0.01,0.39,,4.36,56,37,8.3,31,"Ubisoft Paris, Ubisoft Montpellier",E10+
256,Call of Duty: Advanced Warfare,PS3,,Activision,Shooter,2014,1.56,1.93,0.19,0.68,,4.36,,,4.8,207,High Moon Studios,M
257,Resistance: Fall of Man,PS3,,Sony Computer Entertainment,Shooter,2006,1.74,1.72,0.14,0.75,,4.34,86,70,8.1,715,Insomniac Games,M
258,Sonic the Hedgehog,GEN,,Sega,Platform,1991,3.03,0.91,0.26,0.13,,4.34,,,,,,
259,Kingdom Hearts II,PS2,,Square Enix,Role-Playing,2005,2.2,0.58,1.38,0.17,,4.33,87,64,9,766,Square Enix,E10+
260,The Legend of Zelda: Ocarina of Time,3DS,,Nintendo,Action,2011,2.09,1.31,0.62,0.31,,4.33,,,,,,
261,Super Mario 3D World,WiiU,,Nintendo,Platform,2013,2.11,1.16,0.73,0.32,,4.32,93,83,9,1607,Nintendo,E
262,Minecraft,PS4,,Sony Computer Entertainment Europe,Misc,2014,1.48,2.02,0.14,0.68,,4.32,,,,,,
263,Asteroids,2600,,Atari,Shooter,1980,4,0.26,0,0.05,,4.31,,,,,,
264,Call of Duty: Advanced Warfare,X360,,Activision,Shooter,2014,2.77,1.11,0,0.4,,4.29,,,4.9,221,High Moon Studios,M
265,FIFA 15,PS3,,Electronic Arts,Sports,2014,0.58,3.02,0.04,0.64,,4.28,,,4.5,109,EA Sports,E
266,Fable II,X360,,Microsoft Game Studios,Role-Playing,2008,2.51,1.24,0.11,0.41,,4.27,89,95,6.5,2423,Lionhead Studios,M
267,Namco Museum,GBA,,Namco Bandai Games,Misc,2001,3,1.11,0.05,0.07,,4.24,79,10,7.3,6,Mass Media,E
268,Batman: Arkham Asylum,PS3,,Eidos Interactive,Action,2009,2.24,1.31,0.07,0.61,,4.23,91,70,8.9,1122,Rocksteady Studios,T
269,Metal Gear Solid 3: Snake Eater,PS2,,Konami Digital Entertainment,Action,2004,1.46,0,0.83,1.93,,4.23,91,68,9.3,955,KCEJ,M
270,Assassin's Creed: Revelations,PS3,,Ubisoft,Action,2011,1.41,2.01,0.1,0.7,,4.22,80,39,7.5,613,Ubisoft Montreal,M
271,Fallout 4,XOne,,Bethesda Softworks,Role-Playing,2015,2.51,1.32,0.01,0.38,,4.22,88,39,6.2,1749,Bethesda Game Studios,M
272,FIFA 14,X360,,Electronic Arts,Sports,2013,0.92,2.89,0.01,0.4,,4.22,84,41,4.2,435,EA Canada,E
273,Daxter,PSP,,Sony Computer Entertainment,Platform,2006,2.45,1.01,0,0.75,,4.21,85,59,8.7,109,Ready at Dawn,E10+
274,Warcraft II: Tides of Darkness,PC,,Activision,Strategy,1995,1.7,2.27,0,0.23,,4.21,,,,,,
275,FIFA Soccer 06,PS2,,Electronic Arts,Sports,2005,0.78,2.55,0.04,0.84,,4.21,80,32,7.8,47,EA Canada,E
276,EyeToy Play,PS2,,Sony Computer Entertainment,Misc,2003,0.88,2.3,0.2,0.83,,4.2,80,32,7.5,22,"SCEE, Zoe Mode",E
277,Gran Turismo 5 Prologue,PS3,,Sony Computer Entertainment,Racing,2007,1.28,1.82,0.57,0.52,,4.19,80,67,7.1,120,Polyphony Digital,E
278,Assassin's Creed: Revelations,X360,,Ubisoft,Action,2011,2.25,1.47,0.04,0.43,,4.19,80,77,7.2,564,Ubisoft Montreal,M
279,FIFA 12,X360,,Electronic Arts,Sports,2011,0.84,2.78,0.02,0.53,,4.18,,,,,,
280,Teenage Mutant Ninja Turtles,NES,,Palcom,Action,1989,3.38,0.44,0.31,0.04,,4.17,,,,,,
281,Street Fighter IV,PS3,,Capcom,Fighting,2009,2.03,1.04,0.58,0.52,,4.16,94,61,7.3,330,Capcom,T
282,Excitebike,NES,,Nintendo,Racing,1984,2.04,0.48,1.57,0.07,,4.16,,,,,,
283,Frogger,PS,,Hasbro Interactive,Action,1997,3.79,0.27,0,0.11,,4.16,,,,,,
284,Madden NFL 2003,PS2,,Electronic Arts,Sports,2002,3.36,0.21,0.01,0.56,,4.14,95,25,7.7,65,EA Sports,E
285,Half-Life,PC,,Vivendi Games,Shooter,1997,4.03,0,0.09,0,,4.12,96,24,9.1,3161,Valve Software,M
286,Super Mario World 2: Yoshi's Island,SNES,,Nintendo,Platform,1995,1.65,0.61,1.76,0.09,,4.12,,,,,,
287,FIFA Soccer 07,PS2,,Electronic Arts,Sports,2006,0.71,2.48,0.03,0.89,,4.11,,,,,,
288,Street Fighter II Turbo,SNES,,Capcom,Fighting,1992,1.42,0.51,2.1,0.07,,4.1,,,,,,
289,World of Warcraft: The Burning Crusade,PC,,Activision,Role-Playing,2007,2.57,1.52,0,0,,4.09,91,46,7.9,785,Blizzard Entertainment,T
290,Battlefield 1,PS4,,Electronic Arts,Shooter,2016,1.1,2.15,0.21,0.61,,4.08,88,31,8.4,809,EA DICE,M
291,God of War II,PS2,,Sony Computer Entertainment,Action,2007,2.32,0.04,0.04,1.67,,4.07,93,70,8.9,709,SCE Santa Monica,M
292,World Soccer Winning Eleven 9,PS2,,Konami Digital Entertainment,Sports,2005,0.12,2.26,0.9,0.77,,4.06,,,8.2,23,Konami,E
293,Fallout: New Vegas,X360,,Bethesda Softworks,Role-Playing,2010,2.66,1.03,0.04,0.33,,4.05,84,81,8.1,769,Obsidian Entertainment,M
294,Forza Motorsport 2,X360,,Microsoft Game Studios,Racing,2007,2.35,1.27,0.03,0.41,,4.05,90,66,8.3,381,Turn 10,E
295,Carnival Games,Wii,,Take-Two Interactive,Misc,2007,2.12,1.47,0.05,0.42,,4.05,56,27,6,44,Cat Daddy Games,E
296,Watch Dogs,PS4,,Ubisoft,Action,2014,1.4,1.9,0.11,0.64,,4.05,80,80,6.3,2996,Ubisoft Montreal,M
297,Namco Museum Vol.3,PS,,Sony Computer Entertainment,Misc,1996,2.28,1.55,0.16,0.06,,4.05,,,,,,
298,Tekken Tag Tournament,PS2,,Namco Bandai Games,Fighting,2000,1.68,1.51,0.51,0.35,,4.05,85,25,8.5,117,Namco,T
299,Far Cry 4,PS4,,Ubisoft,Shooter,2014,1.13,2.18,0.1,0.63,,4.04,85,83,7.7,1653,Ubisoft Montreal,M
300,Star Fox 64,N64,,Nintendo,Shooter,1997,2.78,0.58,0.64,0.04,,4.03,,,,,,
301,Golf,NES,,Nintendo,Sports,1984,1.22,0.28,2.46,0.04,,4.01,,,,,,
302,Namco Museum: 50th Anniversary,PS2,,Namco Bandai Games,Misc,2005,2.08,1.35,0,0.54,,3.98,61,21,,,Digital Eclipse,E10+
303,Left 4 Dead 2,X360,,Electronic Arts,Shooter,2009,2.67,0.87,0.05,0.38,,3.97,89,76,8.6,681,Valve Software,M
304,The Witcher 3: Wild Hunt,PS4,,Namco Bandai Games,Role-Playing,2015,1.02,2.13,0.23,0.59,,3.97,92,79,9.2,10179,CD Projekt Red Studio,M
305,Assassin's Creed: Unity,PS4,,Ubisoft,Action,2014,1.19,2.07,0.08,0.62,,3.96,70,40,4.9,2050,"Ubisoft, Ubisoft Montreal",M
306,Batman: Arkham Knight,PS4,,Warner Bros. Interactive Entertainment,Action,2015,1.53,1.69,0.1,0.64,,3.95,87,89,7.6,2679,Rocksteady Studios,M
307,The Legend of Zelda: Skyward Sword,Wii,,Nintendo,Action,2011,2.03,1.16,0.37,0.38,,3.95,93,81,8,1958,Nintendo,E10+
308,Fallout 3,PS3,,Bethesda Softworks,Role-Playing,2008,2.15,1.13,0.07,0.59,,3.94,90,57,8,910,Bethesda Game Studios,M
309,Professor Layton and the Diabolical Box,DS,,Nintendo,Puzzle,2007,0.9,1.76,0.92,0.37,,3.94,84,65,8.8,72,Level 5,E10+
310,Donkey Kong Land,GB,,Nintendo,Platform,1994,1.97,0.76,1.07,0.11,,3.91,,,,,,
311,EA Sports Active,Wii,,Electronic Arts,Sports,2009,2.09,1.35,0.06,0.4,,3.9,81,27,8.7,39,EA Canada,E
312,Tony Hawk's Underground,PS2,,Activision,Sports,2003,2.29,1.17,0.01,0.42,,3.9,90,38,8.7,121,Neversoft Entertainment,T
313,Monster Hunter 4 Ultimate,3DS,,Nintendo,Role-Playing,2014,0.68,0.48,2.62,0.11,,3.89,86,80,8.7,348,Capcom,T
314,The Elder Scrolls V: Skyrim,PC,,Bethesda Softworks,Role-Playing,2011,1.16,2.12,0,0.6,,3.88,94,32,8.1,9073,Bethesda Game Studios,M
315,NBA 2K16,PS4,,Take-Two Interactive,Sports,2015,2.49,0.66,0.03,0.69,,3.88,87,51,6.7,364,Visual Concepts,E10+
316,Tekken 5,PS2,,Namco Bandai Games,Fighting,2005,0.93,1.94,0.31,0.7,,3.87,88,62,8.6,229,Namco,T
317,Dragon Warrior III,NES,,Enix Corporation,Role-Playing,1988,0.1,0,3.77,0,,3.87,,,,,,
318,MotorStorm,PS3,,Sony Computer Entertainment,Racing,2006,1.53,1.6,0.06,0.67,,3.87,84,9,7.4,220,Evolution Studios,T
319,Nintendogs + cats,3DS,,Nintendo,Simulation,2011,1.44,1.41,0.73,0.27,,3.85,,,,,,
320,World Soccer Winning Eleven 8 International,PS2,,Konami Digital Entertainment,Sports,2004,0.16,1.89,1.12,0.68,,3.85,91,26,9.1,38,KCET,E
321,Sports Champions,PS3,,Sony Computer Entertainment,Sports,2010,2.13,1.12,0.1,0.5,,3.84,76,64,7.9,104,"SCEA, Zindagi Games",E10+
322,Namco Museum Vol.1,PS,,Sony Computer Entertainment,Misc,1995,2.12,1.44,0.22,0.06,,3.84,,,,,,
323,The Legend of Zelda: Link's Awakening,GB,,Nintendo,Action,1992,2.21,0.96,0.54,0.13,,3.83,,,,,,
324,Call of Duty: Ghosts,PS4,,Activision,Shooter,2013,1.78,1.43,0.05,0.57,,3.83,78,49,3.7,1564,Infinity Ward,M
325,Flash Focus: Vision Training in Minutes a Day,DS,,Nintendo,Misc,2007,0.86,1.56,1.05,0.35,,3.83,59,22,4,4,"Nintendo, Namco Bandai Games",E
326,Tom Clancy's The Division,PS4,,Ubisoft,Shooter,2016,1.35,1.7,0.15,0.6,,3.8,80,64,7,2219,Massive Entertainment,M
327,Big Brain Academy: Wii Degree,Wii,,Nintendo,Misc,2007,1.05,1.91,0.41,0.42,,3.79,68,33,6.9,39,Nintendo,E
328,Resident Evil Director's Cut,PS,,Virgin Interactive,Action,1996,1.82,1.24,0.47,0.25,,3.77,,,,,,
329,Mario & Luigi: Bowser's Inside Story,DS,,Nintendo,Role-Playing,2009,2.23,0.47,0.81,0.26,,3.77,,,,,,
330,LEGO Indiana Jones: The Original Adventures,X360,,Activision,Action,2008,2.4,1.01,0,0.36,,3.76,77,60,7.5,66,Traveller's Tales,E10+
331,The Sims: Unleashed,PC,,Electronic Arts,Simulation,2002,2.03,1.56,0,0.17,,3.76,79,21,8,29,Maxis,T
332,Ratchet & Clank: Size Matters,PSP,,Sony Computer Entertainment,Platform,2007,1.4,1.39,0.1,0.86,,3.74,,,,,,
333,Harry Potter and the Sorcerer's Stone,PS,,Electronic Arts,Action,2001,1.37,2,0.14,0.22,,3.73,64,11,7.5,41,Argonaut Games,E
334,Mario & Sonic at the London 2012 Olympic Games,Wii,,Sega,Sports,2011,1.12,1.87,0.27,0.45,,3.72,,,,,,
335,Resident Evil 3: Nemesis,PS,,Eidos Interactive,Action,1999,1.3,0.77,1.54,0.11,,3.72,,,,,,
336,Super Paper Mario,Wii,,Nintendo,Platform,2007,1.95,0.86,0.59,0.31,,3.71,85,56,7.9,417,Intelligent Systems,E
337,Spyro: Year of the Dragon,PS,,Sony Computer Entertainment,Platform,2000,1.93,1.58,0,0.19,,3.71,91,15,8.8,207,Insomniac Games,E
338,Assassin's Creed IV: Black Flag,PS3,,Ubisoft,Action,2013,1.33,1.68,0.13,0.57,,3.71,88,36,8.1,840,Ubisoft,M
339,FIFA Soccer 2005,PS2,,Electronic Arts,Sports,2004,0.58,2.48,0.04,0.59,,3.7,81,27,7.6,56,EA Canada,E
340,Pokémon Trading Card Game,GB,,Nintendo,Strategy,1998,1.49,0.73,1.38,0.1,,3.7,,,,,,
341,Friend Collection,DS,,Nintendo,Misc,2009,0,0,3.67,0,,3.67,,,,,,
342,Tony Hawk's Pro Skater 4,PS2,,Activision,Sports,2002,2.13,1.18,0.01,0.35,,3.67,94,27,8.5,128,Neversoft Entertainment,T
343,Star Wars Battlefront (2015),XOne,,Electronic Arts,Shooter,2015,2.04,1.28,0.02,0.32,,3.66,,,,,,
344,MySims,DS,,Electronic Arts,Simulation,2007,1.58,1.59,0.08,0.41,,3.66,67,15,7.3,13,TOSE,E
345,Midnight Club 3: DUB Edition,PSP,,Take-Two Interactive,Racing,2005,1.65,1.21,0,0.79,,3.65,74,34,8.4,31,Rockstar Leeds,E10+
346,Banjo-Kazooie,N64,,Nintendo,Platform,1998,1.87,1.13,0.55,0.1,,3.65,,,,,,
347,SOCOM: U.S. Navy SEALs,PS2,,Sony Computer Entertainment,Shooter,2002,2.53,0.81,0.06,0.24,,3.65,82,42,7.9,82,Zipper Interactive,M
348,Jak and Daxter: The Precursor Legacy,PS2,,Sony Computer Entertainment,Platform,2001,2.08,1.09,0.15,0.33,,3.64,90,35,8.7,312,Naughty Dog,E
349,Pokemon Snap,N64,,Nintendo,Simulation,1999,2.23,0.68,0.66,0.06,,3.63,,,,,,
350,Pro Evolution Soccer 2008,PS2,,Konami Digital Entertainment,Sports,2007,0.05,0,0.64,2.93,,3.63,82,10,7.9,38,Konami,E
351,Resident Evil 4,PS2,,Capcom,Action,2005,2.08,0.83,0.46,0.25,,3.62,96,38,8.9,1013,Capcom,M
352,Guitar Hero: World Tour,Wii,,Activision,Misc,2008,2.32,0.96,0,0.34,,3.62,86,18,7.6,71,Vicarious Visions,T
353,FIFA Soccer 10,PS3,,Electronic Arts,Sports,2009,0.6,2.45,0.05,0.52,,3.62,91,56,7.6,203,EA Sports,E
354,Star Wars: Battlefront,PS2,,LucasArts,Shooter,2004,1.93,1.22,0.03,0.44,,3.61,82,36,8.7,142,Pandemic Studios,T
355,Doom II: Hell on Earth,PC,,Virgin Interactive,Shooter,1994,2.05,1.4,0,0.16,,3.61,,,,,,
356,The Simpsons: Road Rage,PS2,,Electronic Arts,Racing,2001,2.02,1.17,0,0.42,,3.61,64,23,7.7,32,Fox Interactive,T
357,Luigi's Mansion,GC,,Nintendo,Action,2001,2.38,0.67,0.46,0.1,,3.6,78,34,8.5,161,Nintendo,E
358,Battlefield 4,PS4,,Electronic Arts,Shooter,2013,1.35,1.55,0.17,0.51,,3.59,85,18,6.9,1580,EA DICE,M
359,Star Wars: Battlefront II,PS2,,LucasArts,Shooter,2005,2.18,1.02,0.03,0.37,,3.59,84,30,9,268,Pandemic Studios,T
360,Just Dance 2014,Wii,,Ubisoft,Misc,2013,1.88,1.39,0,0.31,,3.59,,,6.2,10,Ubisoft,E10+
361,Cooking Mama 2: Dinner With Friends,DS,,505 Games,Simulation,2007,1.6,1.49,0.1,0.39,,3.58,70,39,8,9,Office Create,E
362,WWF SmackDown!,PS,,THQ,Fighting,2000,2.01,1.35,0.06,0.16,,3.58,,,,,,
363,Croc: Legend of the Gobbos,PS,,Fox Interactive,Platform,1997,1.57,1.79,0,0.2,,3.56,,,,,,
364,Grand Theft Auto: Liberty City Stories,PS2,,Take-Two Interactive,Action,2006,1.56,1.4,0.07,0.5,,3.54,78,49,7.8,112,Rockstar Leeds,M
365,The Getaway,PS2,,Sony Computer Entertainment,Action,2002,1.23,1.77,0.05,0.49,,3.54,72,49,6.8,88,Team Soho,M
366,Tomb Raider III: Adventures of Lara Croft,PS,,Eidos Interactive,Action,1997,1.66,1.58,0.12,0.18,,3.54,,,,,,
367,James Bond 007: Agent Under Fire,PS2,,Electronic Arts,Shooter,2001,1.9,1.13,0.1,0.41,,3.53,72,27,7.9,48,EA Redwood Shores,T
368,LEGO Star Wars: The Video Game,PS2,,Eidos Interactive,Action,2005,1.98,1.14,0.01,0.41,,3.53,,,,,,
369,Rugrats in Paris: The Movie,PS,,THQ,Action,2000,1.96,1.33,0,0.23,,3.52,,,,,,
370,FIFA Soccer 11,X360,,Electronic Arts,Sports,2010,0.71,2.39,0.02,0.4,,3.52,88,66,7.5,155,EA Sports,E
371,Spyro 2: Ripto's Rage!,PS,,Sony Computer Entertainment,Platform,1999,2.14,1.21,0.01,0.17,,3.52,,,,,,
372,Left 4 Dead,X360,,Electronic Arts,Shooter,2008,2.66,0.49,0.05,0.3,,3.51,89,67,7.9,1309,Certain Affinity,M
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,,Nintendo,Platform,1996,1.17,0.5,1.75,0.08,,3.51,,,,,,
374,Assassin's Creed: Unity,XOne,,Ubisoft,Action,2014,2.27,0.9,0,0.33,,3.5,72,59,4.1,1005,"Ubisoft, Ubisoft Montreal",M
375,Kung Fu,NES,,Nintendo,Action,1985,1.64,0.38,1.42,0.06,,3.5,,,,,,
376,Resident Evil 5,X360,,Capcom,Action,2009,2.11,0.93,0.12,0.34,,3.5,83,91,7.5,523,Capcom,M
377,Assassin's Creed: Brotherhood,X360,,Ubisoft,Action,2010,2.85,0.38,0.03,0.24,,3.49,89,81,8.3,693,Ubisoft Montreal,M
378,FIFA Soccer 2004,PS2,,Electronic Arts,Sports,N/A,0.59,2.36,0.04,0.51,,3.49,84,20,6.4,76,EA Canada,E
379,Battlefield 4,PS3,,Electronic Arts,Shooter,2013,1.3,1.42,0.27,0.5,,3.49,80,14,5.8,579,EA DICE,M
380,Batman: Arkham Asylum,X360,,Eidos Interactive,Action,2009,2.2,0.95,0.02,0.31,,3.48,92,78,8.7,1080,Rocksteady Studios,T
381,Battlefield 4,X360,,Electronic Arts,Shooter,2013,2.15,1.01,0.02,0.31,,3.48,79,21,5.6,542,EA DICE,M
382,Battlefield: Bad Company 2,X360,,Electronic Arts,Shooter,2010,2.1,1.01,0.04,0.32,,3.47,88,75,8.6,869,EA DICE,M
383,Mario & Sonic at the Olympic Winter Games,DS,,Sega,Sports,2009,1.21,1.62,0.27,0.37,,3.46,,,,,,
384,Guitar Hero: On Tour,DS,,Activision,Misc,2008,2.1,1.01,0.01,0.35,,3.46,71,70,8.8,29,Vicarious Visions,E10+
385,Clubhouse Games,DS,,Nintendo,Misc,2006,0.59,1.79,0.73,0.34,,3.45,83,30,8.4,28,Agenda,E
386,Monster Hunter 4,3DS,,Capcom,Role-Playing,2013,0,0,3.44,0,,3.44,,,,,,
387,Borderlands,X360,,Take-Two Interactive,Shooter,2009,2.4,0.71,0.03,0.29,,3.44,84,83,8.2,715,Gearbox Software,M
388,Tekken 4,PS2,,Namco Bandai Games,Fighting,2002,1.55,1.27,0.33,0.29,,3.44,79,23,8.3,126,Namco,T
389,Final Fantasy III,SNES,,SquareSoft,Role-Playing,1994,0.86,0,2.55,0.02,,3.42,,,,,,
390,Grand Theft Auto 2,PS,,Take-Two Interactive,Action,1998,1.13,2.07,0,0.22,,3.42,70,15,8,67,DMA Design,T
391,Metal Gear Solid V: The Phantom Pain,PS4,,Konami Digital Entertainment,Action,2015,1.09,1.36,0.49,0.48,,3.41,93,86,8.2,3943,"Kojima Productions, Moby Dick Studio",M
392,Spider-Man 2,PS2,,Activision,Action,2004,1.75,1.2,0.02,0.43,,3.41,80,50,8.9,106,Treyarch,T
393,F-1 Race,GB,,Nintendo,Racing,1990,1.73,0.69,0.59,0.4,,3.41,,,,,,
394,FIFA Soccer 2003,PS2,,Electronic Arts,Sports,2002,0.46,2.28,0.05,0.61,,3.4,88,15,6.7,35,EA Canada,E
395,LittleBigPlanet 2,PS3,,Sony Computer Entertainment,Platform,2011,1.83,1.05,0.06,0.46,,3.39,91,86,8.4,657,Media Molecule,E
396,Crash Bash,PS,,Sony Computer Entertainment,Misc,2000,1.56,1.47,0.19,0.17,,3.39,68,12,8.2,99,Eurocom Entertainment Software,E
397,Assassin's Creed Syndicate,PS4,,Ubisoft,Action,2015,0.81,1.99,0.07,0.52,,3.39,76,86,6.8,1319,Ubisoft Quebec,M
398,LEGO Batman: The Videogame,X360,,Warner Bros. Interactive Entertainment,Action,2008,2.04,1.02,0,0.32,,3.38,76,49,7.9,75,Traveller's Tales,E10+
399,Destiny,XOne,,Activision,Shooter,2014,2.14,0.92,0,0.31,,3.37,75,11,5.5,1735,"Bungie Software, Bungie",T
400,WWF War Zone,PS,,Acclaim Entertainment,Fighting,1998,2.47,0.76,0,0.13,,3.36,,,,,,
401,The Legend of Zelda: Majora's Mask,N64,,Nintendo,Action,2000,1.9,0.67,0.73,0.06,,3.36,,,,,,
402,Far Cry 3,PS3,,Ubisoft,Shooter,2012,0.88,1.7,0.1,0.67,,3.35,90,32,8.5,1041,Ubisoft Montreal,M
403,Rugrats: Search For Reptar,PS,,THQ,Adventure,1998,1.63,1.53,0,0.18,,3.34,,,,,,
404,English Training: Have Fun Improving Your Skills!,DS,,Nintendo,Misc,2006,0,0.99,2.32,0.02,,3.33,,,,,,
405,James Bond 007: Nightfire,PS2,,Electronic Arts,Shooter,2002,1.45,1.29,0.12,0.46,,3.33,77,20,8.5,66,Eurocom Entertainment Software,T
406,Ratchet & Clank,PS2,,Sony Computer Entertainment,Platform,2002,1.44,1.01,0.57,0.3,,3.33,,,,,,
407,Monster Hunter X,3DS,,Capcom,Action,2015,0.27,0.21,2.79,0.05,,3.32,,,,,,
408,Star Wars Episode III: Revenge of the Sith,PS2,,LucasArts,Action,2005,1.47,1.39,0.03,0.43,,3.32,60,34,7.2,82,Double Helix Games,T
409,The Legend of Zelda: Spirit Tracks,DS,,Nintendo,Action,2009,1.4,0.91,0.74,0.26,,3.31,87,75,7.8,228,Nintendo,E10+
410,Max Payne,PS2,,Take-Two Interactive,Shooter,2001,1.99,1.05,0.05,0.22,,3.31,80,21,8.5,86,Rockstar Toronto,M
