ID,Name,Platform,Platform_Group,Publisher,Genre,Year_of_Release,NA_players,EU_players,JP_players,Other_players,Num_Nodes,Global_players,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
14670,Drome Racers,GC,,Electronic Arts,Racing,2003,0.02,0.01,0,0,,0.03,54,5,6.6,5,Attention To Detail,E
14671,World of Zoo,PC,,THQ,Simulation,2009,0,0.02,0,0.01,,0.03,,,8.4,11,Blue Fang Games,E
14672,Guitar Freaks V & DrumMania V,PS2,,Konami Digital Entertainment,Simulation,2006,0,0,0.03,0,,0.03,,,,,,
14673,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,,Level 5,Adventure,2009,0,0,0.03,0,,0.03,,,,,,
14674,Royal Palace of White Sword and The City of Gentiles,PC,,Take-Two Interactive,Role-Playing,2009,0,0.02,0,0,,0.03,,,,,,
14675,Triple Pack: Xbox Live Arcade Compilation,X360,,Microsoft Game Studios,Misc,2011,0.03,0,0,0,,0.03,,,,,Various,T
14676,Gekido Advance: Kintaro's Revenge,GBA,,Zoo Digital Publishing,Action,2002,0.02,0.01,0,0,,0.03,70,7,7,4,Naps Team,T
14677,Dream Pinball 3D,DS,,SouthPeak Games,Misc,2008,0.03,0,0,0,,0.03,,,,,TopWare Interactive,E10+
14678,Future Tactics: The Uprising,XB,,JoWood Productions,Strategy,2004,0.02,0.01,0,0,,0.03,61,24,,,,
14679,Winter Sports 3: The Great Tournament,PS3,,Tradewest,Sports,2010,0,0.02,0,0.01,,0.03,,,,,49Games,E
14680,Power Poke Dash,GBA,,Konami Digital Entertainment,Sports,2006,0,0,0.03,0,,0.03,,,,,,
14681,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,,D3Publisher,Misc,2009,0,0,0.03,0,,0.03,,,,,,
14682,Detective Opera: Milky Holmes 2,PSP,,BushiRoad,Adventure,2012,0,0,0.03,0,,0.03,,,,,,
14683,Nisekoi: Yomeiri!?,PSV,,Konami Digital Entertainment,Adventure,2014,0,0,0.03,0,,0.03,,,,,,
14684,Blaze Union: Story to Reach the Future,PSP,,Sting,Role-Playing,2010,0,0,0.03,0,,0.03,,,,,,
14685,Barbie and Her Sisters Puppy Rescue,Wii,,Namco Bandai Games,Action,2015,0,0.03,0,0,,0.03,,,,,"Torus Games, Little Orbit",E
14686,Handball 16,PS3,,Bigben Interactive,Sports,2015,0,0.02,0,0,,0.03,,,,,EKO Software,E
14687,Commander: Conquest of the Americas,PC,,Paradox Interactive,Strategy,2010,0,0.02,0,0,,0.03,68,16,5.2,19,Nitro Games,T
14688,World of Tanks,X360,,N/A,Shooter,N/A,0,0.03,0,0,,0.03,,,5.2,9,Microsoft Game Studios,
14689,LEGO Pirates of the Caribbean: The Video Game,PC,,Disney Interactive Studios,Action,2011,0.03,0,0,0,,0.03,73,11,6.6,17,Traveller's Tales,E10+
14690,Race Driver 2006,PSP,,Codemasters,Racing,2006,0.03,0,0,0,,0.03,81,16,8.5,6,Sumo Digital,T
14691,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,,Alchemist,Adventure,2010,0,0,0.03,0,,0.03,,,,,,
14692,Samurai Warriors: Sanada Maru,PS4,,Tecmo Koei,Action,2016,0,0,0.03,0,,0.03,,,,,Omega Force,
14693,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,,THQ,Action,2003,0.02,0.01,0,0,,0.03,44,16,8.6,5,Natsume,T
14694,Battlefield 1942: The WW II Anthology,PC,,Electronic Arts,Shooter,2004,0.01,0.01,0,0,,0.03,,,,,,
14695,Genkai Tokki: Seven Pirates,PSV,,Compile Heart,Role-Playing,2016,0,0,0.03,0,,0.03,,,,,,
14696,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,,Unknown,Misc,2011,0,0,0.03,0,,0.03,,,,,,
14697,Parfait,PSV,,TGL,Adventure,2015,0,0,0.03,0,,0.03,,,,,,
14698,Mighty No. 9,WiiU,,Deep Silver,Platform,2016,0.02,0.01,0,0,,0.03,48,9,4.6,78,Inti Creates,E10+
14699,Roadsters,PS,,Titus,Racing,2000,0.02,0.01,0,0,,0.03,,,,,,
14700,Merv Griffin's Crosswords,DS,,ValuSoft,Puzzle,2008,0.03,0,0,0,,0.03,,,,,,
14701,DeathSmiles II,X360,,Cave,Shooter,2010,0,0,0.03,0,,0.03,,,,,,
14702,The Great Mystery Hidden Object Package 5,PC,,Rondomedia,Adventure,2015,0,0.03,0,0,,0.03,,,,,,
14703,Kenka Bancho Otome,PSV,,Screenlife,Action,2016,0,0,0.03,0,,0.03,,,,,,
14704,Calcio Bit,GBA,,Nintendo,Sports,2006,0,0,0.03,0,,0.03,,,,,,
14705,Star Trek: The Game,PC,,Namco Bandai Games,Action,2013,0,0.02,0,0,,0.03,,,,,,
14706,Whiteout,XB,,Konami Digital Entertainment,Racing,2002,0.02,0.01,0,0,,0.03,58,4,,,Konami,T
14707,Galaxy Angel II: Zettairyouiki no Tobira,PS2,,Broccoli,Strategy,2006,0,0,0.03,0,,0.03,,,,,,
14708,Kung Fu Panda: Legendary Warriors,DS,,Activision,Action,2008,0.02,0,0,0,,0.03,73,7,,,Artificial Mind and Movement,E10+
14709,Hyakumanton no Bara Bara,PSP,,Sony Computer Entertainment,Strategy,2010,0,0,0.03,0,,0.03,,,,,,
14710,Superdimension Neptune vs Sega Hard Girls,PSV,,Idea Factory International,Role-Playing,2016,0,0.02,0,0.01,,0.03,73,16,8.4,12,Compile Heart,T
14711,The Talos Principle,PS4,,Devolver Digital,Puzzle,2015,0,0.02,0,0,,0.03,88,31,8.4,124,Croteam,E10+
14712,Hajime no Ippo: The Fighting,GBA,,ESP,Fighting,2002,0,0,0.03,0,,0.03,,,,,,
14713,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,,Idea Factory,Adventure,2010,0,0,0.03,0,,0.03,,,,,,
14714,Spectral Souls: Resurrection of the Ethereal Empires,PSP,,Idea Factory,Role-Playing,2005,0.03,0,0,0,,0.03,47,27,8.2,12,"Neverland, Idea Factory",T
14715,Syberia II,XB,,Ubisoft,Adventure,2004,0.02,0.01,0,0,,0.03,71,7,8.7,6,Microids,T
14716,Motor Trend presents Lotus Challenge,XB,,Xicat Interactive,Racing,2003,0.02,0.01,0,0,,0.03,61,9,,,Kuju Entertainment,E
14717,Braid,PC,,Number None,Platform,2009,0,0.02,0,0,,0.03,90,11,8.6,819,"Number None Inc., Knockout Games",E10+
14718,Gudetama: Hanjuku de Tanomuwa,3DS,,Rocket Company,Action,2015,0,0,0.03,0,,0.03,,,,,,
14719,LEGO Legends of Chima: Laval's Journey,DS,,Unknown,Adventure,2013,0,0.03,0,0,,0.03,,,,,TT Games,E10+
14720,Bleach DS 4th: Flame Bringer,DS,,Sega,Action,2009,0,0,0.03,0,,0.03,,,,,,
14721,Syberia,PC,,Microids,Action,2002,0,0.02,0,0,,0.03,82,26,8.5,235,Microids,T
14722,Pacific Liberator,Wii,,Zoo Games,Action,2009,0.03,0,0,0,,0.03,,,,,Team6 Game Studios,T
14723,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,,Level 5,Adventure,2009,0,0,0.03,0,,0.03,,,,,,
14724,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,,SNK Playmore,Fighting,2010,0,0,0.03,0,,0.03,,,,,,
14725,Puzzle Challenge: Crosswords and More!,Wii,,Crave Entertainment,Puzzle,2009,0.03,0,0,0,,0.03,,,,,,
14726,Turn It Around,DS,,505 Games,Action,2006,0.03,0,0,0,,0.03,39,11,4.5,4,"Taito Corporation, 505 Games",E
14727,Nisenochigiri: Omoide no Saki e,PSP,,Idea Factory,Adventure,2011,0,0,0.03,0,,0.03,,,,,,
14728,Jack Keane,PC,,Kalypso Media,Adventure,2008,0,0.02,0,0,,0.03,69,25,7,21,Legacy Interactive,T
14729,Girls Only,DS,,Foreign Media Games,Simulation,2010,0.03,0,0,0,,0.03,,,,,,
14730,Monsters vs. Aliens,PC,,Activision,Action,2009,0.01,0.01,0,0,,0.03,63,8,6.2,5,Beenox,E10+
14731,In Cold Blood,PS,,Sony Computer Entertainment,Adventure,2000,0.02,0.01,0,0,,0.03,,,,,,
14732,Fireblade,GC,,Midway Games,Action,2002,0.02,0.01,0,0,,0.03,,,,,Kuju Entertainment,T
14733,Kamigami no Asobi,PSP,,Broccoli,Adventure,2013,0,0,0.03,0,,0.03,,,,,,
14734,Harukanaru Toki no Naka de 6,PSV,,Tecmo Koei,Action,2015,0,0,0.03,0,,0.03,,,,,,
14735,Kong: King of Atlantis,GBA,,THQ,Action,2005,0.02,0.01,0,0,,0.03,,,,,SkyRiver Studios,E
14736,Kidou Senshi V Gundam,SNES,,Namco Bandai Games,Action,1994,0,0,0.03,0,,0.03,,,,,,
14737,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,,Konami Digital Entertainment,Action,2005,0,0,0.03,0,,0.03,,,,,,
14738,Wrestle Angels: Survivor 2,PS2,,Tryfirst,Fighting,2008,0,0,0.03,0,,0.03,,,,,,
14739,Onechanbara Z Kagura,X360,,D3Publisher,Action,2012,0,0,0.03,0,,0.03,,,,,,
14740,Ride,PC,,Milestone S.r.l.,Racing,2015,0,0.03,0,0,,0.03,68,8,4.8,30,Milestone S.r.l,E
14741,The King of Fighters 02/03,XB,,SNK Playmore,Fighting,2005,0.02,0.01,0,0,,0.03,76,23,,,SNK,T
14742,ESPN Winter X Games: Snowboarding 2002,XB,,Konami Digital Entertainment,Sports,2002,0.02,0.01,0,0,,0.03,71,8,,,Konami,T
14743,Mega Minis Volume 2,PSP,,Sony Computer Entertainment,Misc,2011,0,0.02,0,0.01,,0.03,,,,,,
14744,Safari Adventures: Africa,DS,,Neko Entertainment,Adventure,2008,0.03,0,0,0,,0.03,,,,,Conspiracy Entertainment,E
14745,Tsuku Monogatari,PSP,,FuRyu,Adventure,2011,0,0,0.03,0,,0.03,,,,,,
14746,Vitamin Z,PS2,,D3Publisher,Adventure,2009,0,0,0.03,0,,0.03,,,,,,
14747,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,,Alchemist,Adventure,2011,0,0,0.03,0,,0.03,,,,,,
14748,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,,Yeti,Adventure,2010,0,0,0.03,0,,0.03,,,,,,
14749,Battle vs. Chess,PC,,TopWare Interactive,Misc,N/A,0,0.02,0,0,,0.03,69,5,5.9,12,Targem Games,T
14750,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,,Ackkstudios,Role-Playing,2012,0,0,0.03,0,,0.03,,,,,,
14751,The Island of Dr. Frankenstein,Wii,,Storm City Games,Adventure,2009,0.03,0,0,0,,0.03,26,6,,,Storm City Games,E
14752,Tom and Jerry in War of the Whiskers,XB,,Unknown,Fighting,N/A,0.02,0.01,0,0,,0.03,,,,,,
14753,Nobunaga no Yabou DS 2,DS,,Tecmo Koei,Strategy,2008,0,0,0.03,0,,0.03,,,,,,
14754,The IdolM@ster: Gravure For You! Vol. 6,PS3,,Namco Bandai Games,Action,2012,0,0,0.03,0,,0.03,,,,,,
14755,Metal Saga: Hagane no Kisetsu,DS,,Success,Role-Playing,2006,0,0,0.03,0,,0.03,,,,,,
14756,Animaniacs: The Great Edgar Hunt,GC,,Ignition Entertainment,Platform,2005,0.02,0.01,0,0,,0.03,65,14,,,Warthog,E
14757,SingStar Fussballhits,PS3,,Sony Computer Entertainment,Misc,2010,0,0.02,0,0.01,,0.03,,,,,,
14758,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,,5pb,Adventure,2016,0,0,0.03,0,,0.03,,,,,,
14759,Dream Club Zero Portable,PSV,,D3Publisher,Simulation,2011,0,0,0.03,0,,0.03,,,,,,
14760,LEGO Harry Potter: Years 1-4,PC,,Warner Bros. Interactive Entertainment,Action,2010,0.02,0.01,0,0,,0.03,79,15,7.9,55,Traveller's Tales,E10+
14761,Samurai Warriors 2,PS3,,Tecmo Koei,Action,2013,0,0,0.03,0,,0.03,,,,,,
14762,Bus Simulator 16,PC,,Astragon,Simulation,2016,0,0.03,0,0,,0.03,46,8,6.1,18,Still Alive Studios,
14763,Mystery Trackers: The Void,PC,,Focus Home Interactive,Puzzle,2011,0,0.02,0,0,,0.03,,,,,Big Fish Games,
14764,Diabolik Lovers: Lunatic Parade,PSV,,Idea Factory,Adventure,2016,0,0,0.03,0,,0.03,,,,,,
14765,Battle Arena Toshinden URA,SAT,,Sega,Fighting,1995,0,0,0.03,0,,0.03,,,,,,
14766,The Croods: Prehistoric Party!,WiiU,,D3Publisher,Misc,2013,0.01,0.01,0,0,,0.03,,,,,,
14767,Betty Boop's Double Shift,DS,,Zoo Digital Publishing,Puzzle,2007,0.03,0,0,0,,0.03,,,,,DSI Games,E
14768,Battle vs. Chess,X360,,TopWare Interactive,Misc,2011,0,0.02,0,0,,0.03,,,,,"Targem Games, TopWare Interactive",T
14769,Biohazard: Revival Selection,X360,,Capcom,Action,2011,0,0,0.03,0,,0.03,,,,,,
14770,Cabela's Big Game Hunter: Pro Hunts,X360,,Activision,Shooter,2014,0.02,0,0,0,,0.03,,,7.3,4,Cauldron Ltd.,T
14771,Labyrinth Cross Blood: Infinity,PSV,,CyberFront,Role-Playing,2013,0,0,0.03,0,,0.03,,,,,,
14772,Super Duper Sumos,GBA,,Unknown,Action,N/A,0.02,0.01,0,0,,0.03,57,5,,,Handheld Games,E
14773,UK Truck Simulator,PC,,N/A,Simulation,2010,0,0.03,0,0,,0.03,,,,,,
14774,CID The Dummy,PSP,,Oxygen Interactive,Platform,2009,0.02,0,0,0,,0.03,41,6,,,Twelve Games,E10+
14775,MechAssault: Phantom War,DS,,Majesco Entertainment,Simulation,2006,0.03,0,0,0,,0.03,66,16,4.5,4,Backbone Entertainment,T
14776,Loading Human,PS4,,FuRyu Corporation,Adventure,2016,0.01,0.01,0,0,,0.03,,,,,,
14777,The Settlers II 10th Anniversary,PC,,Ubisoft,Action,2006,0,0.02,0,0,,0.03,,,,,,
14778,The Last Guy,PS3,,Sony Computer Entertainment,Action,2009,0,0,0.03,0,,0.03,77,33,6.9,30,SCE Japan Studio,E10+
14779,Disney Sports Soccer,GBA,,Konami Digital Entertainment,Sports,2002,0.02,0.01,0,0,,0.03,68,5,,,Konami,E
14780,Kangokutou Mary Skelter,PSV,,Compile Heart,Role-Playing,2016,0,0,0.03,0,,0.03,,,,,,
14781,101-in-1 Sports Party Megamix,Wii,,Nordcurrent,Sports,2010,0.02,0,0,0,,0.03,41,7,,,Nordcurrent,E10+
14782,Akane Iro ni Somaru Saka Parallel,PS2,,GN Software,Adventure,2008,0,0,0.03,0,,0.03,,,,,,
14783,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,,Alchemist,Adventure,2011,0,0,0.03,0,,0.03,,,,,,
14784,Monster Hunter Frontier Online: Forward 1,X360,,Capcom,Role-Playing,2011,0,0,0.03,0,,0.03,,,,,,
14785,SingStar Chartbreaker,PS3,,Sony Computer Entertainment,Misc,2009,0,0.02,0,0.01,,0.03,,,,,,
14786,Botanicula,PC,,Daedalic Entertainment,Adventure,2012,0,0.02,0,0,,0.03,82,38,8.3,341,Amanita Design,
14787,D1 Professional Drift Grand Prix Series,PS2,,Yuke's,Racing,2005,0.01,0.01,0,0,,0.03,45,14,,,Yuke's,E10+
14788,Max Payne,GBA,,Take-Two Interactive,Shooter,2003,0.02,0.01,0,0,,0.03,78,33,7.8,13,Mobius Entertainment,M
14789,Timeshock! Pro Pinball,PS,,Empire Interactive,Misc,1998,0.02,0.01,0,0,,0.03,,,,,,
14790,Little Bears,DS,,RTL,Simulation,2009,0.03,0,0,0,,0.03,,,,,B-Alive,E
14791,Starry ? Sky: In Winter,PSP,,Asgard,Misc,2011,0,0,0.03,0,,0.03,,,,,,
14792,Rush Hour,PS,,Psygnosis,Misc,1997,0.02,0.01,0,0,,0.03,,,,,,
14793,Pro Cast Sports Fishing,XB,,Capcom,Sports,2003,0.02,0.01,0,0,,0.03,49,12,,,Capcom,E
14794,Gintama: Banji Oku Chuubu!,Wii,,Namco Bandai Games,Action,2007,0,0,0.03,0,,0.03,,,,,,
14795,Pro Evolution Soccer 2012,3DS,,Konami Digital Entertainment,Action,2011,0.02,0,0,0,,0.03,,,,,,
14796,Saka Agari Hurricane Portable,PSP,,Alchemist,Adventure,2011,0,0,0.03,0,,0.03,,,,,,
14797,Negima!? Dream Tactic Yumemiru Otome Princess,PS2,,Konami Digital Entertainment,Strategy,2007,0,0,0.03,0,,0.03,,,,,,
14798,Rugby League Live,X360,,Home Entertainment Suppliers,Sports,2010,0,0.02,0,0,,0.03,,,,,,
14799,Star Trek: Tactical Assault,PSP,,Ubisoft,Strategy,2006,0.02,0,0,0,,0.03,64,15,7.9,10,Quicksilver Software,E
14800,Cossacks: European Wars,PC,,Strategy First,Strategy,2001,0,0.02,0,0,,0.03,74,16,8.6,60,GSC Game World,T
14801,Yuusha Shisu.,PSV,,Nippon Ichi Software,Role-Playing,2016,0,0,0.03,0,,0.03,,,,,,
14802,MX vs. ATV Supercross,PS3,,Nordic Games,Racing,2014,0.02,0.01,0,0,,0.03,58,4,3.5,4,Nordic Games Publishing,E
14803,Dakar 2: The World's Ultimate Rally,GC,,Acclaim Entertainment,Racing,2003,0.02,0.01,0,0,,0.03,,,,,,
14804,Sengoku Basara: Sanada Yukimura-Den,PS3,,Capcom,Action,2016,0,0,0.03,0,,0.03,,,,,,
14805,Kisuato,PSV,,TGL,Adventure,2015,0,0,0.03,0,,0.03,,,,,,
14806,NBA 2K7,XB,,Take-Two Interactive,Sports,2006,0.02,0.01,0,0,,0.03,83,8,8.6,5,"Kush Games, Visual Concepts",E
14807,Auto Modellista,GC,,Capcom,Racing,2003,0.02,0.01,0,0,,0.03,62,7,,,Capcom,E
14808,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,,Idea Factory,Misc,2011,0,0,0.03,0,,0.03,,,,,,
14809,1000 Cooking Recipes from ELLE à table,DS,,Nintendo,Misc,2010,0,0.02,0,0,,0.03,,,,,,
14810,Greg Hastings' Tournament Paintball Max'd,GBA,,Activision,Shooter,2006,0.02,0.01,0,0,,0.03,,,,,"Machineworks Northwest, WXP",E10+
14811,Dave Mirra Freestyle BMX 3,GBA,,Acclaim Entertainment,Sports,2002,0.02,0.01,0,0,,0.03,78,15,,,Full-Fat,E
14812,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,,FuRyu,Simulation,2015,0,0,0.03,0,,0.03,,,,,,
14813,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,,Creative Core,Adventure,2009,0,0,0.03,0,,0.03,,,,,,
14814,XBLAZE Code: Embryo,PSV,,Arc System Works,Adventure,2013,0.01,0,0.01,0,,0.03,43,5,7.4,24,Arc System Works,M
14815,Eco Creatures: Save The Forest,DS,,Rising Star Games,Adventure,2007,0.03,0,0,0,,0.03,55,13,,,Headlock,E
14816,Frogger: Ancient Shadow,XB,,Konami Digital Entertainment,Platform,2005,0.02,0.01,0,0,,0.03,47,11,,,Hudson Soft,E
14817,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,,Namco Bandai Games,Action,2011,0,0,0.03,0,,0.03,,,,,,
14818,Dragon Tamer: Sound Spirit,DS,,Namco Bandai Games,Role-Playing,2007,0,0,0.03,0,,0.03,,,,,,
14819,Dream Girl Premier,3DS,,Alchemist,Misc,2015,0,0,0.03,0,,0.03,,,,,,
14820,Kiniro no Corda 2 f Encore,PSP,,Tecmo Koei,Role-Playing,2009,0,0,0.03,0,,0.03,,,,,,
14821,La Pucelle: Ragnarok,PSP,,Nippon Ichi Software,Role-Playing,2009,0,0,0.03,0,,0.03,,,,,,
14822,Darius II,SAT,,Taito,Shooter,1995,0,0,0.03,0,,0.03,,,,,,
14823,Bleach: Soul Carnival 2,PSP,,Sony Computer Entertainment,Fighting,2009,0,0,0.03,0,,0.03,,,,,,
14824,ParaParaParadise,PS2,,Konami Digital Entertainment,Misc,2001,0,0,0.03,0,,0.03,,,,,,
14825,Warhammer: Mark of Chaos,PC,,Deep Silver,Strategy,2006,0,0.02,0,0,,0.03,73,32,7.4,57,Black Hole Games,M
14826,Tiger & Bunny: On-Air Jack!,PSP,,Namco Bandai Games,Action,2012,0,0,0.03,0,,0.03,,,,,,
14827,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,,Namco Bandai Games,Action,2012,0,0,0.03,0,,0.03,,,,,,
14828,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,,Banpresto,Fighting,2007,0,0,0.03,0,,0.03,,,,,,
14829,Warship Gunner 2,PS2,,Tecmo Koei,Simulation,2006,0.01,0.01,0,0,,0.03,62,13,8.5,11,Micro Cabin,T
14830,Putty Squad,PSV,,System 3,Platform,2013,0.01,0.01,0,0.01,,0.03,,,8.2,6,System 3,E10+
14831,Gotcha Force,GC,,Capcom,Shooter,2003,0.01,0,0.01,0,,0.03,56,24,8.2,17,Capcom,E
14832,Driver: Parallel Lines,Wii,,Ubisoft,Racing,2007,0.01,0.01,0,0,,0.03,59,9,6,20,Reflections Interactive,M
14833,Battlefield Vietnam,PC,,Electronic Arts,Shooter,2004,0,0.02,0,0,,0.03,84,48,7.5,133,Digital Illusions,T
14834,Rugby League Live,PS3,,Home Entertainment Suppliers,Sports,2010,0,0.02,0,0.01,,0.03,,,,,,
14835,Secret Files 2: Puritas Cordis,Wii,,Deep Silver,Adventure,2009,0,0.02,0,0,,0.03,70,6,,,Deep Silver,T
14836,The Perfect Golf,PS,,Seta Corporation,Sports,1995,0,0,0.03,0,,0.03,,,,,,
14837,Wrestle Kingdom,PS2,,Yuke's,Fighting,2006,0,0,0.03,0,,0.03,,,,,,
14838,Demon Driver: Time to Burn Rubber!,GBA,,Ignition Entertainment,Racing,2003,0.02,0.01,0,0,,0.03,,,,,,
14839,Dead Rising 2,PS4,,Capcom,Action,2016,0.01,0,0.01,0,,0.03,82,4,6.6,8,Blue Castle Games,M
14840,Mojo!,XB,,DreamCatcher Interactive,Puzzle,2003,0.02,0.01,0,0,,0.03,,,,,,
14841,Age of Conan: Rise of the Godslayer,PC,,Funcom,Role-Playing,2010,0,0.02,0,0,,0.03,83,14,8.4,52,Funcom,M
14842,Infinite Stratos 2: Ignition Hearts,PS3,,5pb,Adventure,2014,0,0,0.03,0,,0.03,,,,,,
14843,Young Justice: Legacy,Wii,,Namco Bandai Games,Action,2013,0,0.03,0,0,,0.03,,,,,Freedom Factory Studios,T
14844,Steins;Gate 0,PS3,,5pb,Adventure,2015,0,0,0.03,0,,0.03,,,,,,
14845,The Peanuts Movie: Snoopy's Grand Adventure,3DS,,Activision,Action,2015,0,0.03,0,0,,0.03,,,8.8,4,"Activision, Behaviour Interactive",E
14846,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,,Konami Digital Entertainment,Adventure,2006,0,0,0.03,0,,0.03,,,,,,
14847,Totally Spies! Totally Party,PC,,Ubisoft,Misc,2008,0,0.02,0,0,,0.03,,,,,,
14848,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,,Arc System Works,Fighting,2013,0,0,0.03,0,,0.03,,,,,,
14849,Buffy the Vampire Slayer: Chaos Bleeds,GC,,Vivendi Games,Action,2003,0.02,0.01,0,0,,0.03,75,18,9,9,Eurocom Entertainment Software,T
14850,Brothers Conflict: Passion Pink,PSP,,Idea Factory,Action,2012,0,0,0.03,0,,0.03,,,,,,
14851,Clannad,X360,,Prototype,Adventure,2008,0,0,0.03,0,,0.03,,,,,,
14852,Kuryuu Youma Gakuenki Recharge,PS2,,Atlus,Adventure,2006,0,0,0.03,0,,0.03,,,,,,
14853,Jet Grind Radio,GBA,,Sega,Action,2003,0.02,0.01,0,0,,0.03,74,22,9.3,6,Vicarious Visions,E
14854,Rugby Challenge 3,PS3,,Alternative Software,Sports,2016,0,0.02,0,0,,0.03,,,,,Wicked Witch Software,
14855,Prince of Persia (2008),PC,,Ubisoft,Action,2008,0,0.02,0,0,,0.03,,,,,,
14856,My Frogger: Toy Trials,DS,,Konami Digital Entertainment,Action,2006,0.02,0,0,0,,0.03,66,10,,,Konami,E
14857,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,,Russel,Action,2009,0,0,0.03,0,,0.03,,,,,,
14858,Max Payne 2: The Fall of Max Payne,PC,,Take-Two Interactive,Shooter,2003,0,0.02,0,0,,0.03,86,46,9,802,Remedy Entertainment,M
14859,Magicka,PC,,Paradox Interactive,Role-Playing,2011,0,0.02,0,0.01,,0.03,74,44,7.6,602,Arrowhead Game Studios,T
14860,Schlag den Raab,PC,,Namco Bandai Games,Misc,2010,0,0.02,0,0,,0.03,,,,,,
14861,Baldur's Gate: Dark Alliance,GBA,,"Destination Software, Inc",Role-Playing,2004,0.02,0.01,0,0,,0.03,76,17,6.5,11,Magic Pockets,T
14862,The Adventures of Lomax,PS,,Psygnosis,Platform,1996,0.01,0.01,0,0,,0.03,,,,,,
14863,Under the Skin,PS2,,Capcom,Action,2004,0.01,0.01,0,0,,0.03,55,30,,,Capcom,T
14864,Emily Archer and the Curse of Tutankhamun,DS,,Mastertronic,Adventure,2011,0,0.02,0,0,,0.03,,,,,Mastertronic,E10+
14865,Kabu Trader Shun,DS,,Capcom,Action,2007,0,0,0.03,0,,0.03,,,,,,
14866,Hermie Hopperhead: Scrap Panic,PS,,Sony Computer Entertainment,Platform,1995,0,0,0.02,0,,0.03,,,,,,
14867,Poy Poy,PS,,Konami Digital Entertainment,Action,1997,0.01,0.01,0,0,,0.03,,,,,,
14868,NHL 07,XB,,Electronic Arts,Sports,2006,0.02,0.01,0,0,,0.03,75,14,7.7,6,EA Sports,E10+
14869,MX vs. ATV Supercross Encore,XOne,,Nordic Games,Sports,2015,0.02,0,0,0,,0.03,45,4,,,Rainbow Studios,
14870,AMNESIA World,PSV,,Idea Factory,Adventure,2014,0,0,0.03,0,,0.03,,,,,,
14871,DrumMania 7th Mix,PS2,,Konami Digital Entertainment,Simulation,2001,0,0,0.03,0,,0.03,,,,,,
14872,Runabout 3: Neo Age,PS2,,BAM! Entertainment,Racing,2002,0,0,0.03,0,,0.03,,,,,,
14873,The Technomancer,XOne,,Focus Home Interactive,Role-Playing,2016,0.01,0.01,0,0,,0.03,68,12,7.4,55,Spiders,M
14874,Resident Evil 5 HD,PS4,,Capcom,Action,2016,0.02,0,0,0.01,,0.03,,,,,,
14875,Aegis of Earth: Protonovus Assault,PSV,,PQube,Action,2016,0.01,0.01,0,0.01,,0.03,,,8.3,8,Acquire,T
14876,Teddy Together,3DS,,Nintendo,Simulation,2016,0,0.02,0,0,,0.03,,,,,Arika,
14877,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,,Prototype,Adventure,2010,0,0,0.03,0,,0.03,,,,,,
14878,Guild Wars: Nightfall,PC,,NCSoft,Role-Playing,2006,0,0.02,0,0,,0.03,84,30,8.7,104,ArenaNet,T
14879,NatGeo Challenge! Wild Life,X360,,Black Bean Games,Misc,2010,0,0.02,0,0,,0.03,,,,,,
14880,Archer Maclean Presents: Pool Paradise,GC,,Ignition Entertainment,Sports,2004,0.02,0.01,0,0,,0.03,,,,,,
14881,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,,Irem Software Engineering,Strategy,2010,0,0,0.03,0,,0.03,,,,,,
